sample_id,CD3D,CD3E,CD8A,CD8B,GZMB,PRF1,NKG7,GNLY,MS4A1,CD79A,CD68,CSF1R,LYZ,MKI67,FOXP3,IL7R,CXCL9,CXCL10,CXCL11,CCL5,IFNG,PDCD1,CTLA4,LAG3,TIGIT,HAVCR2,IDO1,CD274,TGFB1,COL1A1,COL3A1,ACTA2,FAP,VIM,EPCAM,KRT8,KRT18,KRT19,MUC1,STAT1,IRF1,HLA-A,HLA-B,HLA-C,B2M,HLA-DRA,HLA-DRB1,MMP9,MMP2,VEGFA,ANGPT2,MYC,TP53,EGFR,KRAS,BRAF,PTEN,PIK3CA,JAK1,JAK2,TAP1,TAP2,PSMB8,PSMB9,GBP1,GBP2,OAS1,OAS2,ISG15,MX1,CCL2,CXCL12,CXCR3,CCR7,SELL,S100A8,S100A9,CD4,IL2RA
A_011,6.989190974492741,8.541996813502085,7.5278547472091235,6.887340498490498,7.41914682234969,6.555168745035696,6.194984068795827,5.550426872338175,6.803464031026821,5.31824196767161,7.640106759970885,7.71445997428229,7.273628927105227,6.461414407334416,6.717466956816647,6.679177040528444,4.595858847571999,6.926124374718461,6.661922110608719,9.261566585532565,8.415332380009621,7.829680524915597,6.433199781639445,5.164089970724882,6.3785199220616375,6.58569878073029,7.496647199070949,7.66412551951887,7.047850025848258,3.776542099528418,5.345981648227336,4.222381072285739,4.854685230616818,8.635021980323824,7.505745165492842,7.257094785586332,8.367561189766194,9.036809062820529,7.117072634067368,7.833433814226945,6.217674222227093,5.479114574787436,5.42639490206433,7.733960828890002,6.104823141052683,5.878042558167865,6.826607620146697,5.990020397173254,8.685378282172307,6.691068184786257,6.845303248996123,7.707856215916049,6.362097570325846,8.436970016931635,6.369925993115474,5.058057708299127,5.903778427267148,8.395073329108738,8.054099168773659,6.197136151409027,6.738079072897456,5.671437884565863,6.555805549710089,8.474340035407865,6.641270274413225,7.14908693521203,7.474238180979297,6.6870811341825025,6.319012683524271,3.8750718917659555,8.069776929356252,7.47764760689266,8.602996244750557,7.251932265859768,7.686194927940501,6.477360337036752,6.200769930079185,8.558779114499197,7.7867243377694235
A_012,4.9602774287851705,6.308526937610701,6.528595992617847,5.394179102453734,7.091780434774868,5.2124702735750335,4.305658921645649,5.645377023197905,7.1206694940349085,5.7861635342314885,7.817699629006132,8.061570533872096,6.989985843027513,6.571228435178296,7.604166950290851,6.2071331624905595,3.793019597018017,6.11468544163675,6.063901817748402,9.099446195177103,6.8971160466565715,7.3429451090607385,7.2716819852734345,4.734225496896663,6.376358702551608,6.940291340494494,7.364323357416668,6.0784720672734665,8.409370390755937,4.237129814664736,6.186032396784672,6.044623643589158,5.779805618462796,8.701797543297713,6.3022543335640275,8.185974588959535,6.140589692913315,6.964083465149635,7.539922384107463,7.175681844212481,4.894531640824454,6.682857853537264,6.63611489953169,7.186481326112058,4.942454982914518,5.342385048593126,6.85804328696046,5.731764490904126,7.535581419051448,7.005231030100811,6.713038242043879,7.264407956450056,6.195023744407177,6.40299096838854,6.1202257799691155,6.279328611776264,4.890159175435938,8.55627386610024,7.793513500523147,7.460960164472551,5.99591134260454,4.457041188320508,6.8573188915953756,7.635375787098367,7.90923499986603,6.08644412601693,8.968724814892614,7.883634228151649,6.524777906337664,3.900820289228475,8.231107417605859,7.786409515572014,9.094409018372582,5.84110745268582,8.59430340046767,6.051860834475772,5.352935082069904,7.230094058546348,7.408003827474344
A_013,7.812410795040322,8.32627697581526,8.129518228495387,6.421139736401251,8.93752822071245,6.0483362407932155,6.16696738045574,6.192925746634345,6.60762946816302,4.386987705969354,7.716427185112789,7.050209413141872,6.276157783516932,7.279835811875754,7.549666563362475,7.637091438408923,4.628988744684757,6.634548647070686,5.961444496270006,9.036398369584855,8.173386200976399,7.010176616795665,7.264717931347192,5.2997240913905195,6.828326107898459,9.119862170606124,7.117932065976009,7.091736093484427,9.28154760626651,4.772426678329365,7.461165038226085,6.456384429626381,6.366145395689353,8.98919745398026,7.228996348517945,8.137755668376055,7.624664172278537,8.277460735862341,7.839935006545177,7.020914801170656,4.732273097943124,6.530251411733853,6.296581943495841,8.538175931595013,6.037039725204146,6.477251645506079,7.052215916879421,6.07737328661709,7.104968031907114,6.6454713512114525,7.373693099196376,8.637397981203902,7.907058128307063,6.190295797503299,6.97912225552311,5.301934350814926,6.709387597865234,8.93401335198015,6.888036421673252,6.732633087973738,6.674100116059555,5.398556139032922,7.112960944526316,6.9725422444874345,7.3272160770086705,6.500980390769265,8.741262646335567,8.159786616330614,6.339519402939022,5.692022250619411,8.149060427135657,7.955279340120328,8.26619929571827,6.484039361351709,8.420503929013696,6.44455973185817,5.598065150806062,8.391814695760763,7.859662090902234
A_014,7.2122844188917306,9.136837684912196,8.917340716489976,7.785466909157745,9.228555853222996,5.298690181184278,6.597844966569986,5.861590728552781,6.206766467743159,4.1308276185120905,5.772724715259739,7.8534335600817435,6.840050876746908,6.777666642432054,6.576678560790167,7.506125325994466,5.5196292027776295,7.179725830218953,7.240537495081827,8.959400097387773,8.56695754209646,7.2015308631653125,6.764697373228312,5.264057477287301,4.994142744429381,7.277308782262462,7.350469498032132,7.102984544849137,9.727561284641748,3.889752198498412,7.250142190306976,5.833911695340377,6.692196636170613,9.606011330695756,6.756230471187379,7.598718432061453,7.158317900014323,7.501022237773441,6.919431445155169,7.080224663266229,5.8610201317349455,6.787106488055889,7.3237923500009146,8.111873638694462,5.662844416523526,6.949903564544044,5.745163399428746,6.479068328448131,7.8989080299985766,7.186428445930158,6.279147841701593,6.653442519928973,7.116160319138963,6.4907754445718435,6.099644162520284,5.881487065993234,5.969843172732812,9.117278831538886,7.747422350971247,7.666944069244475,7.324560758571421,5.921287944004254,4.994923025830455,7.326919112550283,7.2574601186895435,6.293366151831799,8.806981953803204,8.653693917644624,5.810779813093193,4.870330308444076,9.157146560771647,8.581500475543919,8.58144778368264,7.22481509251271,8.671437323390805,6.236578157580881,5.4042483869534665,9.002716338970295,6.6281355745923785
A_015,5.507505515204754,7.689758700872153,7.532730394235886,5.8886314283023555,7.931538778855678,4.704825192553358,5.697136477703121,5.566448646357574,6.650482296391197,5.173114318076667,7.0081203166059085,7.935591547654243,7.868325046591319,5.994897349293716,7.225238181966832,6.667131425221413,5.259308898557082,7.0427313879336175,6.077310685903422,9.933960587607647,7.11960116163858,7.371398041847716,6.725957346332879,6.610408286832398,5.836699812505743,6.919300762513059,6.921285237273712,5.649856284736499,8.67932938241631,3.7638195604055005,6.02258685208081,4.016230296029794,6.017642304200133,10.075737031844648,6.39453012863301,7.6115196458084515,6.750002841326631,6.700557579137059,8.073007518902099,7.3080547865499454,6.30925568607014,6.502507410850686,6.707486213924833,8.50315697483447,6.60657658133259,6.3998390442212605,7.53684331121342,6.052616924192017,7.710390899108548,7.091371431134021,6.418615897700971,7.248622750249343,7.446712472615041,7.1547772873978595,6.164811101988611,5.625182172490068,5.90083357861302,9.344137214784348,7.0854277694821475,6.7642989682925805,7.017133763358355,5.798706939673408,8.491197634124566,7.787643829536763,6.844589272301521,6.852570886335504,8.429596009426461,7.325455157089383,6.331295131144159,5.029413847151831,7.616914056965961,7.191166927367857,7.877897031676427,5.854542150865669,7.896076963209307,7.502446661784923,5.9511168547599596,7.483431661374707,7.162500197597055
A_016,7.567962667020435,8.36698562489754,8.62513881728356,7.203711674514961,8.52601960280472,6.62457035229398,6.443323803249932,5.376135339517018,6.678448023604528,4.431421287148387,7.186134325167888,7.988108100313363,7.6026272997885185,7.266389716125193,6.385885324274307,7.367945320964153,5.016161355713436,8.01764490831822,6.357758382519227,9.08044932664521,8.471009148726703,6.108685950188783,8.22977560261444,6.089436315690681,6.396917443462891,7.759548639838517,5.941631695686927,6.247955149423355,8.814153584051446,6.3119100074463494,7.011621778142391,6.417182013156104,6.198190475342078,8.953376841671723,6.857055174454098,7.148958047573873,7.299567383832463,6.469331756661508,6.155881575371495,7.3275058964864,5.712216966024458,6.973283793177455,6.139361435823398,6.774456605856881,5.753103337110002,5.648396222269422,6.336795642901041,5.78838526907763,7.771793388937042,6.397232421089448,6.3086891713448585,5.924711627847275,7.216727346846074,6.863114301772716,6.707713332088893,5.724181134329857,7.018454418885098,8.318440940955332,7.952956394779611,6.500819696906506,6.050434913434593,5.507125639421436,7.030867602847291,7.920774477181539,6.2708186735666684,5.941198279654866,8.616744514264955,7.623195568482056,6.492652978611745,4.2029121859500504,7.564810961295675,9.888885242944498,7.199062468689854,6.639539301627467,8.651660807802038,7.064723134801553,6.849994337384545,7.22327120260627,7.4097226922965005
A_017,7.371946731725069,8.677509726009411,7.453806491954485,6.826732697946388,8.480081100033829,6.411273515923834,5.444405791833696,7.324836356495828,6.377137228154001,4.569877595949548,7.164287711794241,8.366243031283402,7.362091175105185,4.462658361724513,6.0129225010642315,8.056513141883368,4.326102012486169,6.605915344255946,8.446069084298498,8.897963245405244,7.562828116311924,8.126493138324218,6.303251075932038,5.88620237649122,5.730269459994586,7.495421152341253,6.546781582666528,6.113344790537561,8.701970908529638,4.0686090208453205,6.844251855188461,6.074455067673274,6.598247658556997,9.833052696223957,4.113447893625284,6.91785315143088,5.722931699118636,6.958824850604975,5.717992285345469,7.108173956389888,5.112133539192511,5.9768364416320185,5.981987514896003,7.850311977581614,4.972389712440946,6.123181074839988,6.363573260851313,6.805000720966051,8.221261027790348,6.0030014463209955,6.8222749319197264,6.1950957047759,7.092630722118915,7.374666599861868,6.75304640547884,5.413506729856568,6.1718902531239035,8.437959221495198,8.072767256781967,7.303000732406773,6.950275987197925,6.450800580112525,6.840559991839922,8.121600791033972,7.582408480777611,7.1241594835216215,7.717459055268661,8.431405558563748,5.998158423010566,5.4796964629205105,7.494009930636361,8.065320733339227,8.370361013103365,7.187093897257154,7.20663975836143,6.147486366155215,6.0206469037196015,7.613861032886848,8.52495590095548
A_018,5.101703237318591,7.268107046753797,7.096545955495557,5.8326907802855885,6.986617568563857,2.959468196134741,5.234517998726602,6.181244792691195,6.539871717663947,4.819729131648567,6.532584787441135,8.444656731691305,7.872995580778579,6.833972983276924,7.759220568891429,6.759864585508619,3.3741479497707303,5.510297165104896,6.069458584981923,9.709131561290201,6.527304537734745,6.711423329952878,6.161801739749497,5.548125855659293,5.449624479148065,7.250483622710306,6.805473054450932,7.6160073505322075,8.896559516359739,4.443147384399029,7.2296034208960895,6.800545429359566,7.276014860585702,9.086147358603435,6.139977468425051,7.752903732737576,6.446486649717034,7.3617803487353495,7.624284962271794,7.460110494349963,4.308077644328236,6.585759994451647,5.912446676355113,7.850682511604108,5.106820056227024,6.033043000853153,6.576941990031037,7.110653184138675,7.385956435496031,7.041113116282976,6.871767529585204,5.914340068833547,7.541921821693425,6.236567184648614,6.236655706332604,4.938282437834925,6.437786667795979,9.086846641941126,7.377090353118089,8.333228122793571,6.743642969902816,6.3470817933679555,6.546447318252184,7.393370777470236,6.164222379692029,6.576432239612826,7.902199367097448,7.282694050194668,7.139501411339453,5.398362193523491,6.749052642283654,8.313635454338604,7.681879845482675,6.472937177903556,8.863544839543406,6.493105690641433,6.741224906554585,7.200334576778607,8.100567696676594
A_019,4.789465236126572,5.172758826083256,5.91870746885587,3.9913056032129015,6.150426413332932,4.150359923833464,3.210633535979063,6.562872389591399,5.595163678320002,5.2775590175554745,6.354005570354959,8.493182603087511,6.6843916519922315,6.737022563890288,7.295154464656039,5.819861490001873,2.8510464781523392,4.328659978321788,6.8971883482482275,9.00488657486191,5.586201428941416,7.153206752871905,7.255060092024965,6.016662828323168,5.500065044817624,7.492310885815462,6.791447434129802,7.963064064359822,8.939171919773013,5.101636344346856,6.862282131556576,6.8763211638517685,6.458899144830421,8.721183288027264,6.563710439927428,6.628487130437839,6.55693579699593,7.407518100949944,7.916174334811275,6.308843461534757,6.210033657930763,6.4976885983637125,5.928781495277343,8.143359600241462,5.893548156372934,4.035772659604125,6.524819455521137,6.584827885411463,8.469220861156145,7.894016291964088,6.860076152822489,6.304477153363845,7.025261191978032,5.395761024775458,7.36844782780681,5.9367010660807376,6.1844493897194335,8.957658864700317,8.233644171915836,7.7928351373749045,7.951238879040013,5.94616960243775,6.74536801722856,7.52416097785965,7.130237444025188,5.968131584630204,9.686566961591014,6.7300392859246765,6.086455004278749,4.299426533368399,7.44221683074503,8.259019434534562,8.434455390754028,6.526756087262848,7.454783825836219,5.573529522341716,6.384282274460819,5.982500817358893,7.348913028135343
A_020,5.0234879069004155,6.9159324884633655,6.950165434975567,4.2347058592479065,6.73559318474603,4.753032080181746,5.244136369245163,5.135440848570852,7.25623329453759,4.771987828612833,7.362216862186811,7.597620001017228,7.398481577195614,5.869151573249811,7.1842909724879105,6.709582606254621,3.3694205008085913,4.935152856976609,5.511670824094033,8.738570112768652,6.420896262895406,8.314070309810795,7.616630972845927,6.263817191960202,5.6495843831261086,7.150152266432176,6.764889344298169,6.378935765850508,8.641734703435466,4.046644271802541,6.37384337118443,6.55655911021937,5.54149743411474,9.18595208464546,7.179708583843514,6.349398936047156,5.916096535615524,7.29381239708812,7.130320477005298,6.3930707057992135,5.414443275634794,6.270133777794479,5.805284237865756,8.460705912047379,5.627531445614908,4.9930186466008655,7.1476612277233516,4.962519271680662,8.659076106849161,7.432462808694555,6.459543360799081,7.527277411030815,6.800382962819645,6.0930001443820005,5.906561924895939,6.257294210839518,6.372054245466101,8.63780827501195,7.562250921220547,6.314630728834164,7.190366045991693,5.630445385652161,7.130604719216943,7.964170379878321,6.5822124531179185,6.881430571786626,8.069261639139718,7.314628230995751,5.623634706951054,4.502016609744855,7.985457804523422,8.55421668484606,8.620938212428369,6.2186182050223255,8.113816768647709,7.081619980423439,6.346160821112456,6.476220295139593,7.057097043357633
