SampleID,ENSG00001000005,ENSG00001000006,ENSG00001000007,ENSG00001000008,ENSG00001000009,ENSG00001000010,ENSG00001000011,ENSG00001000012,ENSG00001000013,ENSG00001000014,ENSG00001000015,ENSG00001000016,ENSG00001000017,ENSG00001000018,ENSG00001000019,ENSG00001000020,ENSG00001000021,ENSG00001000022,ENSG00001000023,ENSG00001000024,ENSG00001000025,ENSG00001000026,ENSG00001000027,ENSG00001000028,ENSG00001000029,ENSG00001000030,ENSG00001000031,ENSG00001000032,ENSG00001000033,ENSG00001000034,ENSG00001000035,ENSG00001000036,ENSG00001000037,ENSG00001000038,ENSG00001000039,ENSG00001000040,ENSG00001000041,ENSG00001000042,ENSG00001000043,ENSG00001000044,ENSG00001000045,ENSG00001000046,ENSG00001000047,ENSG00001000048,ENSG00001000049,ENSG00001000050,ENSG00001000051,ENSG00001000052,ENSG00001000053,ENSG00001000054,ENSG00001000055,ENSG00001000056,ENSG00001000057,ENSG00001000058,ENSG00001000059,ENSG00001000060,ENSG00001000061,ENSG00001000062,ENSG00001000063,ENSG00001000064,ENSG00001000065,ENSG00001000066,ENSG00001000067,ENSG00001000068,ENSG00001000069,ENSG00001000070,ENSG00001000071,ENSG00001000072,ENSG00001000073,ENSG00001000074,ENSG00001000075,ENSG00001000076,ENSG00001000077,ENSG00001000078
B_011,387.64928733738435,257.76040062046144,109.60900953996175,153.2660694252182,61.184365122301706,437.95237768643705,19.689512753733087,204.89937054638895,59.294040291246894,11.07459708470047,169.52762473231942,372.07410448213466,229.56519608762216,105.37354502161533,105.29693577383989,58.74631192669042,314.72558716553726,1753.0506768511177,174.64408291770945,92.06884345212008,36.35207085588544,86.78281665574306,137.34962603171113,208.63391517058855,377.2937430488725,114.56766844682062,49.41460301124542,292.89109364111926,37.980575453834845,187.0417099035658,334.7656805220961,317.86501258414955,243.94707665794667,395.5799600277093,149.1133187308346,235.05599787183266,149.2360044795185,343.72548878479324,397.5594767887962,91.9486089645808,149.67030111152613,91.81371487568612,109.32394390021254,133.31103282865354,217.2375843865685,103.08092174053438,424.9666094535456,22.182308071751304,62.67944613156268,266.6998841241815,46.53831816102488,61.86135548059492,1051.3862027974799,67.00483913733528,31.731857809261285,249.69808108225521,367.5547133743984,171.04483917817294,114.36050322639248,105.34169817013264,473.18152027820923,257.996518111697,44.87701832234607,300.41595065053855,201.9815832320124,83.35302584780273,340.7423758871966,111.85425797119693,279.09071077251167,178.62527035333272,69.60603979697142,126.37792289394199,962.5950173397919,37.60356786026294
B_012,30.595883381444136,17.48839833586654,100.31367018661079,317.2546748492636,155.4138150153225,837.8990184622351,16.919935637537833,471.9797999438034,35.417100242857025,9.638319108472597,18.013816895925043,20.909944861719772,43.358958551220866,133.09674892851996,94.13641609005612,2.932785828681376,142.17507037971725,900.3185367435887,328.61480801374023,65.2857582998761,31.294455764296963,109.56451473446405,179.18510181103855,140.41520514644813,186.89766546809852,103.67138617858694,14.481396241778064,102.02669340821217,41.37381666190984,278.0598075789239,348.37889920909714,211.0312841814939,117.74071026253685,394.14093595468233,136.9926487070549,292.74056740986583,206.85064680419893,230.12016486647266,640.2679972640402,147.1876199221161,11.721192488645714,142.1678091598601,60.497358529593555,201.52995367526785,194.59694709197282,69.72724970718643,190.13240033241428,29.066973974750034,33.098853734831266,391.85262506083495,23.664360601714446,85.22530943730783,1064.2239383077888,26.862749398419666,26.55803672712408,512.4429730331292,225.18941521627994,227.2615883742141,116.27764792851623,232.0681528709956,2168.1172329045094,256.4018075958758,44.76654322329657,188.22183880023198,249.52119897238282,74.72597768757119,122.7913049223268,134.28454435126832,229.53653538653174,190.3352485936885,209.51969555092117,214.4814352626977,118.82672683025454,108.31540366468349
B_013,179.48208126218867,223.6357632426666,33.46355170117027,177.8420958331386,56.10356718030543,616.7535704592119,30.927744566767064,945.4210676785998,65.32565688835123,38.389525226825796,216.6634884235459,214.99272570636134,338.034947511147,222.3208535577072,204.43240073090894,47.717399349909826,139.95862145100654,623.0640223623429,304.03862674742294,145.70188160707903,23.230061509866918,83.38143654351286,125.20946395911707,182.6421779284126,170.53868026206226,224.5059688563167,40.20694749793579,144.92726500765139,88.05479487061349,133.6385906603887,222.13583135994955,463.65149390932027,107.45998134193904,134.60217360890755,524.3170861528947,424.2963317348941,289.22846084528993,162.40791991059797,549.0479286981423,168.69430420510508,52.964787066509,280.12420369034766,60.486503133412796,131.1851625439614,121.97761542841107,48.3764424836148,186.22200476249492,27.911744448993606,67.33841599871724,157.26369520066805,22.637045428492314,38.748679908272265,770.5914322670578,111.5636586395649,18.104976415999293,537.1683576976714,258.04813134666415,250.05449890873078,88.25234281111551,166.24798973999205,873.92195875161,187.04195375289476,24.500288301177946,157.79066510845615,273.50404008878434,82.98239352715609,135.88845620532302,85.76555816659022,111.02744507448129,403.64544133890786,170.93238533105094,121.28092519662947,626.9487337686513,78.18558556728405
B_014,457.6221053016034,664.5746004833576,92.69952720789794,145.73790981646562,81.6924182194328,467.46858554942884,41.61406100124719,438.29096172287564,66.03425201392909,13.21812627086581,308.44346238856207,211.58620285422344,359.8503001064417,92.64472449004501,120.27481628354681,99.04541722856861,122.50952710018467,550.0700475871508,172.06786770762474,129.83672190825803,21.487200001341545,84.70536257439068,173.63521770674964,247.8623434383066,50.9150728402414,57.623885624803414,29.924970366755115,118.7826323785481,78.14196723922412,73.399757944933,84.84333251752744,126.88226010333346,141.25150076053524,116.79345045265927,266.89327951310077,1016.6640314281743,315.11531145237427,175.53017065581295,611.6164039931814,133.17633670020348,168.19584233923254,131.73769735312226,111.82763841497743,98.93518224710533,140.92466127660092,78.17195411944535,164.55574364742085,23.748367924760934,45.56485186537999,176.9401320996453,29.480898288487346,38.21208633629957,899.1835417200668,40.05802242395489,17.217463057726313,322.3834679188516,377.12585559705377,239.9787409864388,134.5803335854636,241.3514311059933,943.5542118158071,424.87215718526994,33.05114351232986,162.53557379655967,239.80648704083487,84.8407034130468,127.08350668612968,155.01377532599165,129.9788862346745,216.90655582173147,107.7572318778479,147.7011233976399,1767.8136579058923,65.40640666686481
B_015,236.6367202150933,209.8529530187722,54.12764634975408,176.12412302481033,92.43317083826858,425.5485361523013,41.4775443441069,634.2514346602734,61.7598816676026,13.321684670010915,143.11835675542622,138.4637645639072,182.10624431895,63.55142205588888,172.26989753171014,50.85879427431595,125.91837982183762,571.6430768166281,230.32169130617802,120.70247247744811,70.31272442520894,95.8880361728686,252.67700745857942,106.2847250870758,118.47710982313332,88.03271261038881,32.192653812138374,160.1216055155861,34.744641623610825,103.18335397738807,75.6226536243911,181.82722563851033,136.39006192753192,173.61437744873535,261.0544545265356,415.4739540336166,204.9977529645293,397.21283058592724,386.3791944931162,220.66872125936658,357.8904900351118,128.68524819220892,83.5872399143172,81.29350559501883,180.3365405221414,66.89099906692302,119.51055892932847,40.12570378154467,60.246049315709946,170.0092075314671,26.221135938346258,91.01490226507181,626.4331089514677,59.466944064455404,12.328985226193042,290.5810677145831,410.9399951152258,189.59227646244113,51.80261740165986,185.5688025290916,1272.606323586911,207.4081785687879,32.927180748580824,404.43287656632646,176.86294706426202,132.163515790235,53.97815354922132,69.80356114521122,153.59300039083587,213.85703886085992,82.434094016165,86.24379383424986,399.6254970482484,86.4230071098986
B_016,404.66026906591253,609.3098289542464,153.52454134705894,171.23718162772337,98.2976477265611,737.4349952511626,25.79691877306679,1074.4878869111071,84.7502965383909,10.147901267108153,247.22229200728088,413.12949362527695,390.85890373269933,80.9057096778146,157.99164678088476,103.54647279148742,145.56789095220051,1087.3932700582188,154.94572652406669,143.6234277191617,48.127855940869836,72.6897995848304,102.72086343927556,286.4499286105508,276.81235562196656,118.0345287997042,102.12294332034634,371.26924964598953,41.488940989673665,156.4567583605102,138.00606330799658,152.8059598570764,93.25213942754371,115.04615037332428,163.5103953067047,385.821548247676,121.93682484571809,133.88289779176355,490.94961422455015,116.92895966999738,240.29441494745186,194.524163353643,62.15084813212694,111.25522876428016,102.47415647492349,74.43812312913659,176.83304750785678,51.21653945086905,45.674380171591515,250.5280772082634,106.61391490884179,60.23475765797933,358.3153255488193,36.221996803130395,17.2570365518864,257.04130202418946,390.0923626093826,106.85241400182466,37.62503724476897,183.15143558187057,738.61841752371,305.0847177911888,49.858739362425005,285.31615571183636,145.33337814776638,111.39977451957496,227.03699910350142,93.28924936458013,327.75305434911985,174.72713461183184,111.1055040110559,101.79771290062067,1063.018404277684,89.92859651309128
B_017,412.441774173926,479.76254053786266,65.4075504730955,159.76301637962518,112.09193480811683,561.4024249797368,24.567431779211425,472.27453712908374,26.93011089792224,11.727160402732506,290.6226977938825,370.29347772774634,199.08957364845355,256.34429168035336,76.63769314337321,67.82536955968877,176.31458465508643,547.572463290773,326.4427553269925,108.11239904683084,30.21401655376631,59.41183905376784,99.04167106633751,47.40830771310146,85.2225457743329,91.10258421131269,20.032185615536438,184.13780718780322,42.24309131405167,43.44681351806926,97.55300070111923,136.37798538104877,56.271543044489306,172.9935673862638,350.3630437018056,478.15699917962866,166.09157324763544,251.63819432674256,318.50185706997945,151.27882649583609,183.86412770839635,98.54732727840992,57.666398445134305,101.16532922357035,208.60144277678344,48.61845431313675,94.69564722633022,51.220348194452875,21.774318404776132,250.65512949274736,56.699996502475074,66.35490136335349,589.8641812298805,79.02571389343566,27.35304309830865,428.571079581869,339.96016382463256,341.65214252508616,138.37807121577012,202.20830411180333,1637.9532325312678,349.7772529396855,65.91649411622888,360.9323871284283,173.06562681135924,86.89797088572817,61.096112188787295,85.4180565504267,194.27313678940433,431.5995095606949,60.939854376074045,248.409814713632,1067.6286683203264,45.29831702462012
B_018,41.21405594260416,147.104753063191,150.82162606161899,120.06170155288395,96.17581929283064,438.0090849299665,12.995248156055002,385.35660133856084,173.3679635451816,16.210293850995228,134.13698312550304,45.532224258361694,86.81911508687911,166.8120027920094,135.98118258660236,25.693681050386946,166.6144259265775,1287.950360918411,283.44489890062425,80.33208999601352,51.135634159872346,71.79226221051238,175.33289812014016,174.56239233691295,153.16715535801544,155.97707359526692,48.784058188047275,396.19264844872174,53.24215568605671,107.39627134046525,108.89546506993777,199.29086422327822,193.96239106100674,225.00922295369517,195.9349203734175,278.673781269861,197.82036076278592,164.95978910798337,1031.3859552369313,196.3268511099023,49.7430962137604,256.63371879054523,44.93826135298222,149.956675213386,90.75479842042199,56.803118053721825,325.4314460709113,17.122735836692442,39.21284277027355,375.54719925692456,17.391130168178595,41.09619400534212,883.5149406549543,43.49159805005432,13.889278424673629,261.3575767514756,252.0740521665225,311.5942395467847,124.1728648005318,290.4441541038315,700.6189842398717,137.32264081574064,50.99702190872745,351.9457229641337,170.18083253550932,89.94107557541005,157.12762928238337,93.48208365205373,82.04122578668462,187.22381528508828,82.90623366438243,149.98602123952261,394.1214628433771,92.36631573787544
B_019,359.2400364225279,299.1661420960675,128.3887056808618,116.21318010850246,223.31167690202386,388.7575467712706,27.882898481620973,316.85809824683326,49.00063887500153,14.748350578106145,423.13245256586146,609.0847271287257,435.926606478819,151.99450447584533,128.42749277879057,52.088300400193894,159.71606597905375,681.5725383072859,135.66234757327575,105.06006607234771,55.9384610717636,83.94363334794176,131.04187307364515,148.11471521358172,175.67041622861618,113.30571957788241,12.080480309497306,142.09697755051434,44.672102467814746,89.14126370298585,77.11958361263974,160.1864626701895,73.9294330044289,108.85454865733654,320.95290930161326,775.1070678481634,265.50399788965365,256.26998413033607,552.1708989043095,130.625760004476,126.10776938268187,137.95144748281123,68.98026855850105,113.9465671133714,175.1581161512342,104.90967575432212,60.16986862442143,31.225878393109646,40.15182088598187,229.14195906386843,85.04709560300833,137.40073902520854,372.7753833379386,107.71926533206563,20.843965689854002,447.33410860404314,252.17718800176706,196.91498592974312,77.96983109764237,117.25129810442407,1586.7363231657855,150.9697815807111,40.88084604604362,281.16763136536395,323.7519506290833,95.93422968821864,71.41086068186611,120.66899739472302,184.56975667556242,439.1311801979016,117.27573645144915,215.47138238393094,1460.2607329270506,106.10352400315698
B_020,318.6761144859114,542.970718688461,116.3639854853054,200.6049830451485,106.56878035218472,444.9605318431457,53.2710429347495,479.89398746679495,66.44537554326206,10.502052789411037,162.55227657830378,359.5782752427384,486.74048256216554,94.49758245429857,219.14877555063603,61.69915824269334,200.59717500496137,659.5092637867482,186.7580237934257,115.45438366562801,35.38898532677098,172.19418800850661,473.4115572323131,349.68260878144685,264.0570585740411,164.89856798174327,27.790290099053273,174.8980220797696,87.33366161647376,272.40562118222533,221.12866948879574,502.99499833362165,217.54922646737617,360.6911087221994,176.268759724542,301.27673076652667,259.3688760354858,232.72418832729565,1176.448357028895,91.11308675265421,221.8925051509222,213.8273594754035,77.76664936678931,126.86934679544945,188.32479064924485,181.29555283875376,125.544761494689,38.55481440041985,71.38205325938598,238.65635242270739,19.596232770259125,40.803896915350926,1228.1157448087679,62.156595248561175,18.978937424620106,327.0937324116064,177.99410731755154,231.36339830234698,83.23888611819963,221.8968036200187,1062.2268631536517,214.15195609030798,45.55234010319247,212.6516367180941,220.38690267952552,83.75370339353965,98.76621548230013,50.99351744143183,169.1476354242546,204.63862654653568,84.92166601685588,160.76073643697248,1766.6165807472514,50.87403257624899
B_021,233.13745049192988,181.82984340694986,172.93180480610195,147.27335699584447,118.52714066688608,427.9848443223178,43.88486769661699,582.7291094791373,64.3001107942547,19.384642986923392,130.0730351341278,103.64871361878996,233.3836322847221,105.12176572696201,97.70371626006103,47.4030214385714,172.66877964228865,907.7095118767518,147.74915244191462,86.93274552628458,37.06307403888966,61.432957072648954,136.27637687501388,547.6375777309013,920.186439608751,1668.6380594243865,143.3244885223264,506.5711740369896,106.32237912870293,74.4554799306136,94.4668345159375,179.8141526088343,116.52801036234308,212.0675724478032,221.25957562276363,472.4495111922223,217.83544227760845,124.37482290376389,530.5920253450852,100.46404583916961,121.72264736903516,352.67487869779313,36.997862615981084,106.3972155016223,283.1320152760782,67.2665093132834,308.6651439749155,69.64354288769348,33.57184854475658,266.9471524195962,59.980395672146194,39.077807680323325,839.004758273451,45.99011539237163,18.486829363416188,232.06664026602132,169.6346191118953,130.2459214419675,131.11844414818555,109.20636440550598,1245.559143411192,257.82724542836553,100.51099842022668,268.7561116791098,331.20041175509886,66.51626386245589,680.3424249422359,116.27448916084305,76.91787472204184,233.48824150918983,128.95768656540312,270.06859514646163,679.2117533924483,49.53239225384696
