symbol,entrez_id
HIGD1AP2,
HIGD1AP2,100874450
RP11-608B3.1,
NAMPTP1,646309
PALM2-AKAP2,
RP11-297A16.2,
RP11-490G2.2,
RBMY2NP,
RBMY2NP,378956
RP11-799D4.3,
RPL7P16,729677
GSG2,
MTCO3P35,107075287
AADACP1,201651
AADACP1,
TRAPPC9,83696
LINC01603,100505739
PTGFR,5737
USP17L24,728369
CRYGC,1420
RP11-347C18.3,
MTCYBP3,100873204
CTD-3032H12.3,
ARAFP2,
ARAFP2,644000
AC009501.4,
OLFM4,10562
AL117348.2,
TRAJ44,28711
AC023049.1,
RP11-53M11.3,
IKZF5,64376
LPL,4023
MIR3649,100500816
RP11-667K14.3,
LA16c-335H7.2,
CXXC5,51523
CTD-3074O7.5,
LIN28AP2,
LIN28AP2,100287388
CNBD1,168975
ZNF768,79724
SMIM19,114926
FAM218A,152756
RP11-313I2.10,
AC091038.1,
GSTZ1,2954
PEPD,5184
STK24,8428
IHO1,339834
IGHD4-4,28496
IGHD4-4,
DDX27,55661
NPIPB15,440348
HMGN2P47,
HMGN2P47,106480791
ACTR2,10097
CTD-2369P2.4,
CADM2-AS2,100874037
LOC101929767,101929767
ILF2P2,
ILF2P2,644616
RNU1-23P,106478980
AC013394.1,
RP11-1085N6.4,
EBF4,57593
AC034228.2,
RNU6-331P,106479713
CLUH,23277
RNU6-75P,100873776
EIF4E1B,253314
FAM150A,
RP5-865E18.2,
RP11-382N13.6,
RNY4P36,106480313
RP11-89G4.1,
IDNK,414328
AC005682.5,
AL354806.1,
ZNF774,342132
XAGE5,170627
PPFIA1,8500
LAP3P2,389386
FXYD6P2,
FXYD6P2,100128512
FLJ46906,
OR13A1,79290
TM7SF2,7108
KRT8P11,347265
RP11-557L19.1,
RP11-758N13.3,
DHX32,55760
SEPT14P4,
RP11-59K5.1,
KB-173C10.2,
AC090349.1,
RP11-619L12.4,
SDR42E1,93517
AC004009.1,
RASSF7,8045
ASPG,374569
RP11-400F19.18,
RP11-706C16.7,
RN7SL567P,106481976
MIR4429,100616469
PFKM,5213
RPL35AP30,100271639
PARVA,55742
PSMB8,5696
RP11-641C17.2,
RP11-521I2.3,
TSPAN6,7105
RNU6-427P,
AC092375.1,
RP11-428C6.2,
MIR5009,100846993
RP11-75A9.3,
SLC36A3,285641
RNA5SP254,106481793
RNA5SP254,
RP11-119N19.1,
RP11-63A1.2,
CTD-2014E2.7,
LOC729218,729218
AC008697.1,
PRIMPOL,201973
RP11-644F5.16,
AC021205.2,
TRIM26,7726
JAG2,3714
IFNL3P1,
IFNL3P1,
IFNL3P1,100421129
RP3-453C12.15,
RP6-191P20.5,
HNRNPDLP4,
HNRNPDLP4,100421657
AC004980.11,
PPM1J,333926
MIR372,442917
RP11-123M21.2,
PDCL,5082
ECH1,1891
BMP7-AS1,
BMP7-AS1,102723590
PPP4R3CP,
HRASLS2,
RNU5F-1,26828
RP11-203I2.2,
LL0XNC01-39B3.1,
DAZ4,57135
RP11-812E19.9,
AC005324.6,
VPS37A,137492
HNRNPFP1,
HNRNPFP1,644449
KLF6,1316
MED15P8,
MED15P8,106480229
AC009948.5,
LINC01243,101929620
TDGP1,
TDGP1,645233
AC093525.1,
ARMT1,79624
SNORD116-7,100033419
RP11-101B14.1,
RP1-101G11.3,
FCF1P2,
FCF1P2,101060195
RP11-820K3.3,
RPS11P5,727826
HIGD2B,123346
AC073370.1,
TUBB1P1,
TUBB1P1,349448
PRDM8,56978
FAM197Y4,
FAM197Y4,100289188
FAM197Y4,
BACH1-IT2,
BACH1-IT2,100874322
MIR1-1,406904
IQCK-AS1,105371115
AC021188.4,
RNU7-20P,100147768
RRS1-DT,100505676
AC069063.1,
ELAPOR1,57535
LINC01981,100996624
GRID1,2894
FNDC10,643988
RP11-73B2.2,
RP11-633G11.1,
IBTK,25998
TRAJ37,28718
H2AC18,8337
TSTD1,100131187
MIR370,442915
MRI1,84245
LINC01099,101928656
NFYC-AS1,
NFYC-AS1,100130557
RP11-706F1.1,
POU5F1P2,
POU5F1P2,100129512
RP11-353N14.7,
PRAMEF6,440561
RP11-604N13.1,
AE000661.50,
CDK13,8621
KB-1410C5.4,
BAALCOS,
RBM12B-AS1,55472
RNU6-1327P,106481599
AP001601.2,
CCL27,10850
CYC1,1537
LGR6,59352
LINC00959,
LINC00587,414319
RPL23AP48,728567
RP11-108H9.1,
MIR7849,102465837
RP11-711K1.7,
S100PBP,64766
RP4-789D17.3,
RASSF3,283349
SERF1A,8293
GS1-115G20.1,
RFC2,5982
AC215219.1,
KCNK1,3775
FLJ26850,
RP11-1K3.1,
CTD-2182N23.1,
CTD-3247F14.2,
RNU5F-6P,100873833
RNU6-482P,106481332
DNASE1L2,1775
CPAP,55835
AC087430.1,
PEX10,5192
C1orf143,
RP11-96A1.4,
LOC105370792,105370792
RPSAP57,390857
RP11-93H24.3,
SNHG33,100505687
SNHG33,
SCOC-AS1,100129858
AC111155.1,
RPS15P9,401895
TMED4,222068
CTC-260E6.7,
RP4-562D20.2,
SLC29A4,222962
RP11-379I19.3,
RP1-149C7.1,
HTRA3,94031
MDK,4192
RP11-404K5.2,
RP11-272D12.1,
MT-TV,
RNU6-924P,106480621
RP3-431P23.5,
RPE,6120
RP11-150D5.2,
AC069444.2,
AC005355.2,
CDH13,1012
IGHV1-14,
IGHV1-14,28470
AL590764.1,
PART1_1,
OR11G1P,
OR11G1P,390438
AL137002.1,
JHDM1D-AS1,
RN7SKP128,106479151
OR4K2,390431
RP11-323P17.2,
PODN,127435
SNORD15B,114599
PPP2R2B-IT1,100874361
RNY4P10,100379592
ACADM,34
RP11-983G14.3,
MIR5591,100847065
PBRM1,55193
RP11-10A14.7,
UBL7-AS1,
RP11-367G18.1,
CTD-2540M10.1,
PLGLB2,5342
RP11-169K17.2,
RP11-411B10.6,
RP11-1113L8.1,
PCSK6-AS1,105371027
RN7SL492P,106479402
LCE4A,199834
GEMIN8P2,
GEMIN8P2,644600
OLFM5P,
OLFM5P,101927763
CDK12,51755
RP11-103C3.1,
DNAH6,1768
LINC00354,101928616
SPIN1,10927
AC020689.1,
RP11-24H2.3,
AC007422.1,
OR10H5,284433
SLC25A1P2,
SLC25A1P2,100133079
LOC100270746,
CTD-2530N21.4,
TYMSOS,
TYMSOS,494514
RP5-849L7.1,
MIR320B2,
MIR320B2,100313769
KHNYN,23351
ANKRD65,441869
CDC5L,988
RASA3,22821
TVP23A,780776
CTD-2509G16.5,
AC015922.5,
SFT2D1,113402
STAG3L5P,
STAG3L5P,101735302
SOX13,9580
CTD-2299E8.1,
LOC100506406,
SPP2,6694
CTD-2503O16.4,
MAGEB16,139604
CTC-339D2.1,
KIAA1429,
RP11-510I21.1,
RPS12P15,100271059
ADGRF5,221395
CH507-9B2.9,
RP11-106D4.2,
RP11-875H7.5,
RBMY2JP,378955
RP11-285M22.3,
RP11-545P7.4,
RP11-509A17.3,
AL133244.2,
AC005262.2,
VCAM1,7412
RP11-55C6.1,
RN7SKP245,
RN7SKP245,106480909
RN7SL666P,106481854
RP11-572C15.5,
HMGB3P16,100873900
BHLHE23,128408
RP11-299G20.5,
VN1R1,57191
CH507-236L23.1,
RNU6-788P,106480609
SNORA76A,
RP11-269F21.2,
RPL23AP17,
RPL23AP17,100271138
RP11-686D22.6,
CTD-2319I12.9,
C11orf53,
SHISA6,388336
MIR4261,100422929
MIR6775,102465464
CTD-2033C11.1,
RP11-303E16.6,
RP11-119F19.5,
RP11-407N17.5,
KB-1043D8.6,
AL359983.1,
AP000960.1,
AC022007.5,
LOC101929584,
COL4A2,1284
MIR134,406924
MTLN,205251
SSX8,
RP11-1029F8.1,
KCNA4,3739
U1,
U1,
U1,
U1,
U1,
U1,
U1,
U1,
U1,
U1,
RP11-368M16.10,
AC064875.2,
RP11-271C24.2,
KCNE1,3753
SNRPN,6638
AC010744.1,
PPA2,27068
SNORD115-23,100033800
GUCA1B,2979
RPS23P7,
RPS23P7,100130106
RN7SL808P,106481861
RP11-133K1.9,
RPSAP45,728562
CORO1C,23603
LOC105379447,105379447
OR10AG1,282770
SFTA2,389376
FOXR2,139628
CTD-2231E14.8,
RP11-33E24.3,
RP4-775C13.1,
LLGL1,3996
FAR2,55711
LOC101927058,
AC079781.8,
RP11-114H23.3,
NHSL3,57648
AL162596.1,
RP11-331F4.1,
ADO,84890
RN7SKP117,
RN7SKP117,106479147
CTC-260E6.4,
RPP25L,138716
BCAP31P2,100194426
SLC2A7,155184
RP11-416N4.4,
ECM1,1893
HBA2,3040
RP5-894D12.5,
LOC653786,
LINC01105,
DWORF,
RN7SKP262,106479212
RNA5SP515,100873566
RP11-597M17.1,
ARHGEF17,9828
FTCD-AS1,100861507
AC109826.1,
AC007881.4,
COA6-AS1,101927765
RP11-472N19.3,
RP5-1000K24.2,
AL591025.1,
AC092755.4,
AC068631.2,
AC004009.2,
ZC2HC1A,51101
P2RX4,5025
TNK2-AS1,
TNK2-AS1,100128262
CPA6,57094
LSMEM1,286006
LINC00888,
RP11-369K17.2,
RP11-326L17.1,
RP11-712B9.5,
UBE4A,9354
IL1RL1,9173
JAKMIP3,282973
SUV420H1,
RP11-403N16.5,
PAICSP5,
PAICSP5,
PAICSP5,780811
RPS15AP24,648729
CTD-2589M5.5,
PP2672,
CAPN5,726
C4orf47,
CCN2,1490
RP11-94A24.1,
RP11-286O1.2,
RP11-520D19.1,
RP11-211N8.3,
ATF4,468
RALGAPA1P1,26134
HIST2H2AA4,
OR2H1,26716
DLEU2_2,
RPL36AL,6166
TPRKBP1,101060176
RPSAP66,
RPSAP66,107075110
LOC727896,
RNU6-768P,106481775
AL020997.1,
FAM60A,
CYP2U1,113612
MIR6723,
MSLN,10232
IFNWP18,360001
RPARP-AS1,
DNAJB4,11080
AC010723.2,
FUT6,2528
EVX1,2128
RNF43,54894
LINC00836,101929052
AC015989.1,
RP5-855D21.3,
RN7SL189P,106480973
BCL6B,255877
MIR6501,102465248
ONECUT2,9480
ZBED3,84327
YBX1P9,100861470
LYSMD1,388695
5-Mar,
SRGN,5552
LOC102723742,
QRFP,347148
LRRC71,149499
CHP1P2,
CHP1P2,729603
HSPE1P12,
HSPE1P12,100286954
RP11-30P6.6,
RNU6-389P,106481301
PHBP8,
RP11-69L16.6,
PHLDA1,22822
RSPO3,84870
DPPA3P2,
DPPA3P2,400206
GPATCH1,55094
AC004924.1,
FBP2,8789
ASB5,140458
BTBD6,90135
RP11-114H24.7,
ELOVL1,64834
EEF1A1P41,
EEF1A1P41,100874491
STX8,9482
SPIRE2,84501
RP3-384D21.2,
LACTBL1,646262
CLEC6A,93978
NPHS2,7827
CSNK2A3,283106
RP11-202G18.1,
RNU1-108P,106481957
RN7SL417P,107080636
RN7SL417P,
RP11-146F11.1,
RP11-751K21.1,
SYTL2,54843
RP4-671O14.7,
VDAC1P2,
VDAC1P2,10064
ZNF219,51222
CTD-2649C14.3,
XPO7,23039
LCE1D,353134
RP11-144G16.1,
EPB41,2035
CREBBP,1387
RP11-7N14.1,
GNG5,2787
CTD-2560C21.1,
AC126281.3,
AL662800.1,
AC099314.1,
LOC101928545,
PROSP,
GJC3,349149
GALNTL6,442117
RP11-972P1.10,
GIMAP7,168537
KRT18P29,729050
CCND3P2,106480307
AC007563.5,
RP11-236P24.3,
IGHG4,
IGHG4,3503
ZC3H11B,643136
AL158035.1,
OR5BL1P,81205
RP11-627K11.1,
AC092069.1,
NT5CP2,
NT5CP2,326611
ACTG1P20,
ACTG1P20,644961
ENTHD2,
MIR6764,102466730
LINC00348,100885781
RP11-466P24.2,
DLG1,1739
MIR4699,100616133
CST3,1471
BASP1P1,
BASP1P1,646201
MICALL2,79778
LINC01519,101929624
TRAPPC10,7109
RPL36AP15,
RPL36AP15,100271325
LINC00658,100507629
AC017080.1,
RP1-55C23.7,
RNA5SP70,106480436
TMEM262,100130348
CTD-2194D22.1,
LINC00307,266919
AC092104.2,
HYAL1,3373
GNG10P1,
GNG10P1,100526656
PCDHB11,56125
OR8I4P,403303
RP11-609N14.1,
RP1-269M15.3,
MIR378C,100422867
RNU6-245P,106481255
AP000350.10,
AC003002.2,
MTND1P20,100873339
OR10G9,219870
RP11-91P24.6,
RP11-10C24.3,
TCERG1L,256536
SRSF9,8683
DBX1,120237
CTC-378H22.2,
KRTAP10-9,386676
AC068580.4,
MTND1P1,100499468
AMIGO3,386724
RP11-1136G4.1,
RP11-817O13.8,
HNRNPCL2,440563
RPS6KA2-IT1,100874353
TSKS,60385
RP11-613D13.4,
RP11-397D21.1,
RP11-203J24.8,
UQCRH,7388
RPL23AP45,
RPL23AP45,729764
DBF4B,80174
AC068724.1,
RP11-180I4.2,
RP11-93K22.7,
AP003774.6,
OARD1,221443
MAGEA9,4108
MEG3,55384
IFIH1,64135
SEMA4D,10507
RP11-312B8.1,
CTD-2142D14.1,
RN7SKP30,106479108
CTB-158E9.2,
AC007528.1,
AC103881.1,
RP11-141M1.4,
CTC-260E6.6,
BX649553.3,
PRMT5-AS1,
PRMT5-AS1,100505758
RP5-966M1.5,
RP11-775H9.2,
AC004947.2,
RP11-740N7.4,
AC091947.1,
RP11-436F21.1,
EEF1B2P8,100421774
EXOC5P1,644548
AP001469.7,
AL160286.1,
RP11-212D19.5,
ITGB6,3694
MED13P1,100499481
RPL21P122,100271447
RP5-1061H20.3,
PKMP5,
PKMP5,442156
BTF3L4P3,
BTF3L4P3,391040
RN7SL843P,106481151
RP1-244F24.1,
RN7SL184P,106479288
RP3-523C21.3,
RP11-803P9.1,
MTCO2P12,107075310
RNU6-791P,106479916
RP11-360K13.2,
AC005235.1,
RP11-248J23.7,
RFLNB,359845
FAM8A6P,
FAM8A6P,114182
LINC00336,401253
RP11-354B3.1,
AC113618.1,
RPL7P50,729449
SIK3,23387
RNA5SP522,
RNA5SP522,106479019
IGKV1D-32,28897
XX-2136C77.2,
RNU6-886P,106479958
RP11-736N17.9,
LINC01400,
LINC01400,107080554
RP11-432M8.4,
PITPNB,23760
ATP5MC2,517
HMBS,3145
TUBBP10,
TUBBP10,100418902
RP11-379L18.2,
RP11-332H14.1,
RP11-983C2.3,
ZNF212,7988
NHEG1,100294720
ANHX,647589
LOC101928731,
TMEM59L,25789
GPR52,9293
RPL7AP71,100271399
RP5-1070A16.1,
LOC101928143,101928143
MIR190A,406965
RP11-403B2.5,
CTD-2192J16.24,
LOC100505592,
LINC00114,400866
KATNBL1P6,
KATNBL1P6,729176
ACTG1P10,
ACTG1P10,83
AL590235.1,
RP11-59E19.3,
DPH3,285381
PDXP-DT,101927051
RP11-506K19.2,
RN7SL690P,106479475
GM2A,2760
OTX2P1,
OTX2P1,100033409
RNA5SP273,100873526
RP11-356B19.11,
CSTP1,1480
DBIP2,
DBIP2,1623
PLA2G2E,30814
RP11-672A2.7,
RP11-107E21.1,
SRIP3,100861435
MNS1,55329
PGAM1P7,
PGAM1P7,100420650
RP11-105C19.1,
PPP4R3C,139420
RP11-268J15.5,
RETREG1,54463
FBXW11P1,54099
LOC103171574,103171574
RNMTL1,
CTSLP4,644496
CTSLP4,
RP11-202K23.1,
RP11-635O16.2,
AC005609.19,
PRR20B,729233
USH1C,10083
LOC101927237,101927237
COL9A1,1297
LAMTOR3P1,
LAMTOR3P1,100130119
DNAJC15,29103
LENG8-AS1,104355426
TAF11,6882
AC009119.2,
RN7SL356P,106479353
FAM133B,257415
RNU6-830P,106480613
TPSD1,23430
RPP40,10799
TSPAN8,7103
NRG3,10718
RP11-360F5.3,
AC020934.1,
TTC30A,
RP11-433A19.2,
OR10J7P,391119
OR10J7P,
GAGE5,2577
RP11-22H5.2,
TNR,7143
RPL12P13,
RPL12P13,100129926
TNFRSF21,27242
RP11-756H6.1,
KB-1732A1.1,
ZNF628,89887
GAPDHP64,
GAPDHP64,391069
ID4,3400
LINC03020,101926892
RP11-74C1.2,
RP11-61A14.1,
AC074389.7,
RN7SL530P,106481067
LTBP4,8425
LMLN,89782
C15ORF31,
RP11-540D14.8,
AC096574.4,
RP11-490K7.1,
KIR2DL2,3803
DSE,29940
IRS4,8471
CTB-46B19.1,
DACT3-AS1,100506068
IFRD1,3475
KRT80,144501
RNA5SP56,100873294
SPATA31F1,259308
LINC02449,101927905
AP000688.14,
RP4-738P11.4,
AC139712.1,
DUSP11,8446
CD82,3732
FAM178A,
RAB3D,9545
CTD-2555A7.3,
MIR1248,100302143
HMGB1P41,
HMGB1P41,100873896
ODF4,146852
MIR1207,100302175
RPIA,22934
RP11-240D10.4,
GUF1,60558
AC012513.4,
SF3A3,10946
MTCO1P27,107075168
IGHV3-62,
IGHV3-62,28416
IQSEC2,23096
POP4,10775
CEACAM19,56971
AC104581.1,
PHB2P1,
PHB2P1,645318
PRIMA1,145270
SNRPCP9,100310853
FJX1,24147
TMEM194B,
AL591704.5,
CENPC,1060
CLIC4P3,
CLIC4P3,442447
RP11-496H15.2,
CHDH,55349
AC093162.3,
SLC2A3P1,
SLC2A3P1,100128062
MIR4677,100616343
LINC01103,101927360
AP001922.1,
MIR3908,100500909
RP5-945I17.2,
IGHD3-22,28497
IGHD3-22,
RNU6-276P,106479689
RP11-1018J11.1,
RP13-514E23.1,
TLR6,10333
AC093763.1,
AC004967.7,
SLC26A11,284129
RPL23AP28,100271457
GBP2,2634
AC000095.11,
AC078991.1,
RP11-295G24.5,
RP11-334G8.1,
ZNF366,167465
RP1-90J20.2,
RN7SL786P,106479506
RNU6-312P,106479706
FAM224A,
FAM224A,401630
LINC00929,503519
ARHGEF35,445328
AC006227.1,
ADCY6-DT,100506125
CTD-2244C20.2,
HIKESHI,51501
RNU2-34P,106481960
LINC00244,64433
CLTCL1,8218
C4orf3,
RPS27P12,
RPS27P12,100271117
TYRO3P,
TYRO3P,7302
RP4-730D4.1,
AC114814.4,
RP11-1151B14.5,
MIMT1,100073347
RP11-97C16.1,
PTP4A1P7,
PTP4A1P7,100421681
STRADA,92335
CH17-335B8.4,
LINC00298,339788
CTD-2139B15.2,
CTD-2244C20.1,
PRR13P5,
PRR13P5,
PRR13P5,440525
TRIM42,287015
RNU6-1285P,106481948
AC018892.3,
RNA5SP346,100873608
ST13P12,100127911
MTND2P24,
MTND2P24,100873230
C1QTNF12,388581
RP11-345P4.7,
AC020922.1,
RP11-710F7.2,
GMPR,2766
AC010754.1,
MIR590,693175
FAM110C,642273
ITPRIPL2,162073
CTC-344H19.6,
CNOT4,4850
PPP2CA,5515
MUC15,143662
PRAMEF19,645414
TMEM63B,55362
TAAR5,9038
TTC24,164118
MYG1,60314
RP11-521C20.2,
CEP290,80184
RNU6-742P,106481414
MRPL35,51318
RP11-71H17.1,
EPHX1,2052
RNA5SP416,100873667
LOC101805491,
ND2,4536
TGFBI,7045
RP11-603J24.9,
TUT4,23318
RBMY2OP,379005
HUS1B,135458
RNU6-247P,106479676
RP11-480I12.2,
EOMES,8320
AC015813.2,
ZNF414,84330
RP11-152N13.16,
AC016597.1,
RP5-1099C19.2,
RP11-473M20.16,
OR2M1P,388762
ABCF1,23
FDFT1,2222
ARRDC3,57561
STXBP5,134957
MIR612,693197
RP1-46F2.3,
NPLOC4,55666
RMND5B,64777
AC107016.2,
DHRS7C,201140
KIR2DS5,3810
RNU6-1329P,106481600
GAL3ST2,64090
HOXD10,3236
LOC653513,653513
AP005530.2,
ALG1L2,644974
PUF60,22827
C19orf40,
ELAC1,55520
BRF1,2972
GSKIP,51527
LINC01396,103695434
NOP56P2,402360
CTD-2410N18.3,
ZCCHC14-DT,101928737
CFDP1,10428
TRIM7,81786
MINPP1,9562
CPEB1-AS1,283692
CTD-2542L18.1,
KRTAP9-7,100505724
KLHDC2,23588
MIR941-1,100126329
RP11-609L3.2,
RP4-612B18.1,
IGHV3-33-2,
IGHV3-33-2,28433
RP11-35L17.3,
UNC93B3,
UNC93B3,285296
PGBD1,84547
ARSEP1,
MIR384,494333
KRT38,8687
AC003989.4,
PCDHA4,56144
PLBD1-AS1,101928290
OR2A41P,
OR2A41P,403234
BCL2L11,10018
PRELID2,153768
RP11-681H10.1,
SCAF8,22828
NDUFA5P8,
NDUFA5P8,103091863
RP11-81M19.1,
LOC400794,
AC141586.5,
RP4-675C20.4,
AC079767.3,
LYPLAL1-AS1,
LYPLAL1-AS1,102723886
MIR518C,574477
RP11-728L1.1,
AL022318.4,
OR2L13,284521
TAS2R64P,
TAS2R64P,338412
TAS2R64P,
RNA5SP144,100873411
TBC1D2,55357
RPL7AP15,100270895
AC007486.1,
AP000721.1,
ITGB1BP1,9270
TLN2,83660
RN7SL681P,106479471
RP11-955H22.1,
RNU6-187P,106481880
LARP7,51574
WDR7-OT1,
WDR7-OT1,107985140
RP11-231E4.5,
MIR1289-1,100302125
RP11-629B11.4,
RPL10P4,391151
TPT1P2,
TPT1P2,100128483
RP11-84O12.2,
RP11-526K17.2,
HTR2C,3358
RNY1P9,100874358
RP11-195O1.5,
MTND2P23,100873229
RBM41,55285
RNU6-177P,106481232
RP11-23J9.4,
WTAP,9589
TMED9,54732
CH17-264B6.3,
ZFHX2,85446
SCARNA3,677679
CTB-162E12.1,
HOXB6,3216
MYF5,4617
OR56B2P,
TRIM51JP,643126
TRIM51JP,
TRIM51JP,
RNU6-1324P,106480144
CLDN34,100288814
RP11-586K12.8,
AP000255.6,
CP,1356
P2RX3,5024
ANGPTL1,9068
RP11-301O19.1,
NOTCH1,4851
RP11-348P10.2,
MIR3670-1,100500910
SNORA40,677822
SLC49A4,84925
RP11-85L21.4,
RP11-168K9.1,
PDCD6,10016
RP4-680D5.4,
AC091643.1,
COX6B2,125965
RP11-838N2.3,
TCP11X2,100996648
RP11-73M7.6,
ERRFI1,54206
AF131217.1,
MESP1,55897
RPL27A,6157
PDC,5132
RP11-788H18.1,
MIR6071,102466516
RP11-417B4.2,
LINC00239,145200
FGD4,121512
MFSD4,
NIPA2P2,
NIPA2P2,100130204
RN7SL403P,106481034
RP11-174I12.2,
RPL23AP93,
RPL23AP93,100288802
MTND2P19,
MTND2P19,100873225
LOC644669,644669
RP11-328C8.5,
LDLRAD2,401944
RP11-105N14.1,
GEMIN6,79833
CCDC32,90416
AC005077.5,
ATR,545
AC073055.2,
MIR6852,102465513
UBE2V2P4,106480802
RP11-14J7.1,
RNU6-901P,106479965
RP11-63K6.4,
RP11-778D9.9,
AC035144.1,
RP11-1348G14.7,
LOC101928438,101928438
TSC1,7248
RP11-345I18.6,
RP11-458D21.1,
RP11-80B9.4,
AC090453.1,
PSMD11,5717
NKG7,4818
CTC-559E9.5,
AC015720.1,
GLUD2,2747
LOC102724034,102724034
AP1S1,1174
RP11-1094M14.12,
RNU6-38P,106480709
AC016819.1,
SDHCP1,
SDHCP1,100422600
RP1,6101
EHD2,30846
MIR302A,407028
AL353803.1,
RP11-44N21.3,
RN7SL580P,106481081
USP34,9736
ACP4,93650
NTF4,4909
GCAT,23464
LRRC75A,388341
PRAMENP,649179
PRAMENP,
LOC101929259,101929259
CTA-276F8.1,
ENPP4,22875
RP11-87N3.6,
AC015600.1,
TTTY1B,100101116
ACP2,53
TMIGD1,388364
RNU1-54P,106481611
RP11-27N21.3,
LOC100506127,
CTC-525D6.5,
RALGDS,5900
DMRTA1,63951
LOC101928618,101928618
HSPA2-AS1,102723809
RP11-631N16.2,
AC007009.2,
RP1-121G13.2,
PDIK1L,149420
CH17-60O17.1,
RP11-166B2.7,
LINC00483,
HIST2H2BC,
CTD-2529O21.2,
ZNF772,400720
TEX21P,
TEX21P,441687
RP11-43F13.4,
DSN1,79980
AL845259.5,
CNRIP1,25927
AC073316.1,
C2orf71,
RP4-635E18.7,
AC004901.1,
VN1R34P,100129587
CTA-714B7.7,
NAT10,55226
NEURL1,9148
FAM208B,
RP11-39H3.2,
RPL6P25,401725
RP11-352M15.2,
RP11-231E6.1,
CTD-2194L12.3,
NELFB,25920
AC026954.6,
AC011625.1,
RP11-248C1.3,
TMEM129,92305
SPATA31D1,389763
CTC-575C13.4,
PRAMEF5,343068
SLC5A4,6527
RNU6-587P,106481366
RAD51B,5890
RP11-599J14.2,
RP11-622C24.1,
RP11-347H15.6,
CTA-280A3.1,
RHPN1,114822
RP11-52A20.2,
RNU7-47P,100147834
CTD-2021J15.1,
HERC2P3,283755
HERC2P3,
GPIHBP1,338328
CT45A3,441519
RNA5SP276,100873529
RS1,6247
ZNF443,10224
NDUFA5P11,
NDUFA5P11,102724866
RP11-478C1.7,
LINC00686,
LINC00686,140865
HEATR5A,25938
LINC00029,
LINC00029,100144596
FP565260.1,
RP13-221M14.4,
LILRB4,11006
MRPL42P5,359821
BRME1,79173
MTCO3P44,107075289
AC068137.8,
PGAM1P5,
PGAM1P5,100132594
MIR7703,102465801
TTC21B-AS1,
TTC21B-AS1,100506134
RP11-531H8.1,
ZNF609,23060
RP11-367F23.2,
RP11-488C13.1,
SNRPCP10,106481701
SNRPCP10,
FOSL1,8061
CTC-281F24.2,
RP11-795F19.1,
COX11P1,
COX11P1,140468
AC152010.1,
AC011753.6,
EIF4EP4,100421455
RP1-240B8.3,
PPP1R1AP1,94304
EIF1AXP2,106479036
PGM5P2,595135
PGM5P2,
TRGV11,6985
OTUB1,55611
AC137674.1,
RNA5SP169,100873434
FRG1JP,642236
FRG1JP,
FAM210B,116151
RPL35P8,
RPL35P8,643653
BAD,572
BACH1-IT1,
FBRS,64319
FAM49A,
FANK1-AS1,101410540
TMEM167B,56900
AC104781.1,
NBPF16,
CTD-2168K21.1,
A2MP1,3
A2MP1,
RP11-490O24.2,
AC093155.3,
RNU6-1297P,106480657
RP5-1046G13.2,
MTOR,2475
RP11-440K22.1,
RP4-714D9.5,
MIR6825,102466199
RP4-543J13.2,
RP11-112J3.16,
RP11-310E22.5,
RP11-37N22.1,
RP11-6N17.2,
INTS4L2,
RP11-376O6.2,
RP11-138I17.1,
CTD-3037G24.5,
RP11-345N11.1,
OR9A3P,392106
TCF4-AS2,
TCF4-AS2,106480339
RP11-648O15.1,
FCRL1,115350
RP11-758B24.1,
KRT18P65,442249
HEXIM2,124790
REC114,283677
RNY1P7,100873806
RP5-963E22.5,
AC010146.2,
BANF1,8815
PXMP2,5827
CH17-264B6.1,
RP11-4H14.1,
RFX4,5992
LOC101927921,
MIR3151,100422992
RP1-102E24.6,
NUDT18,79873
RNU6-1267P,106481580
RNU6-1213P,106481563
AC117481.1,
FLJ00388,
RP11-459O1.2,
NCAM1,4684
RP11-738O11.9,
SLC35E4,339665
ZBTB16,7704
LCN8,138307
RP11-707A18.1,
LARGE-IT1,
LARGE-IT1,100874331
AP001630.5,
RP1-90L14.1,
AGO3,192669
DQX1,165545
RP11-811J10.1,
AC024610.1,
SS18L2P1,
SS18L2P1,646213
TGOLN2,10618
IBA57,200205
YBX2P1,
YBX2P1,100124332
RP11-486O13.4,
RP11-605F22.2,
SNORD116-23,100033434
ZNF33A,7581
RNF11,26994
C9orf142,
BCL9,607
RP3-467L1.6,
RP11-382A18.3,
RN7SL864P,106479536
LOC101928388,
BRPF3,27154
MEIG1,644890
RPL21P6,652975
KRTAP22-1,337979
TAS2R14,50840
RP11-759L5.2,
LOC100289650,
KIF7,374654
LINC00564,100861546
RP11-498D10.3,
LINC02532,100422737
RP11-226P1.2,
RP11-693J15.6,
RNA5SP279,100873532
RP11-673F18.1,
SUN3,256979
PDDC1,
AC084121.12,
XIRP2-AS1,
XIRP2-AS1,100874011
SIRT2,22933
LOC100128233,
RP5-858B6.1,
TMEM200A,114801
MTCO2P30,107075195
SNURF,8926
RN7SL706P,106479480
CTD-2102P23.1,
TRGJP2,6972
ITPRID2,6744
MIR7112,102465906
LINC01637,101928891
CEBPE,1053
RP11-59H7.3,
RP11-91I20.1,
RP11-361M4.1,
RP11-691N7.6,
RP11-343H5.4,
RN7SL774P,106481761
RELA,5970
RPSAP5,319129
RP11-963H4.2,
